Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59,Emoji_60,Emoji_61,Emoji_62,Emoji_63,x1,Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59
33,31,12,62,40,32,55,44,25,22,33,53,31,40,57,32,55,44,39,25,32,55,33,58,37,58,57,0,40,33,39,32,33,46,12,32,55,22,34,25,57,40,33,41,12,12,33,62,20,0,41,31,33,44,17,55,39,22,41,32,32,55,34,46,37,42,12,32,33,41,22,41,25,62,28,12,33,57,40,31,57,33,31,40,62,0,28,39,12,41,34,21,46,33,42,39,12,52,56,32,33,53,40,31,54,39,56,32,55,52,56,44,32,55,62,19,32,42,55,43,43,52,11,55,34
33,25,0,22,32,46,34,35,24,58,33,50,6,53,62,39,12,0,25,51,22,25,33,53,0,33,41,22,32,62,33,25,22,32,34,33,12,62,57,41,12,22,25,62,52,39,32,19,42,55,32,19,55,33,34,39,32,55,37,19,42,21,12,51,34,33,53,58,57,0,22,25,12,62,33,31,41,33,40,17,40,0,42,20,12,42,32,37,0,55,55,32,34,19,37,33,57,31,58,40,42,12,39,33,25,55,32,62,34,43,12,34,25,19,22,48,11,33,6,14,33,31,40,53,62
33,31,30,19,0,0,53,33,40,34,57,58,42,40,46,33,25,53,12,0,22,12,0,25,41,33,58,40,6,32,12,51,62,0,20,0,12,25,22,19,32,55,37,19,25,0,53,34,46,20,12,40,33,17,42,0,12,32,55,22,57,33,53,40,34,33,58,34,46,39,33,17,42,57,62,32,55,33,25,37,22,25,19,32,62,57,33,63,31,40,33,53,31,40,62,55,32,22,25,34,41,12,62,33,21,12,62,20,31,17,32,25,55,19,34,39,52,51,32,34,46,34,12,3,51
33,21,58,61,40,42,12,51,41,44,32,55,33,62,25,17,56,31,33,40,33,40,31,53,41,33,32,40,55,53,46,24,47,40,8,34,32,42,52,46,32,55,56,44,37,34,12,46,41,3,33,28,32,12,0,33,32,55,22,14,40,61,57,58,17,33,32,44,55,31,33,39,53,54,50,54,33,53,32,41,31,6,44,17,62,32,55,22,41,25,41,42,31,12,51,34,46,27,5,35,32,55,44,42,37,34,0,32,55,54,39,51,0,11,52,32,55,42,37,19,33,31,44,40,32
33,40,13,57,17,12,25,19,42,32,40,12,57,17,41,32,55,33,25,62,39,51,52,34,44,32,55,37,19,25,32,22,55,34,43,58,40,30,57,33,42,48,11,44,31,33,40,31,30,17,25,22,19,12,32,12,41,6,33,40,11,34,42,32,44,17,31,33,57,6,0,4,19,12,25,52,34,45,12,43,32,44,55,22,25,33,40,57,12,0,33,61,57,63,40,20,33,19,42,45,12,22,25,0,51,32,22,25,55,41,46,34,12,42,0,33,42,40,31,17,42,0,51,3,40
12,62,41,25,32,34,32,46,55,40,55,32,46,34,19,13,41,12,40,0,32,55,34,22,27,32,12,22,62,55,34,46,33,27,30,12,51,25,19,41,42,32,58,55,56,40,57,33,61,31,40,33,61,17,41,33,12,41,40,6,46,34,3,12,42,41,31,40,12,42,39,34,52,33,12,32,12,19,25,33,33,57,31,40,61,44,42,34,0,51,32,40,12,39,55,32,55,25,22,34,40,32,25,33,55,41,34,44,0,12,58,57,62,30,33,33,0,20,25,19,32,33,55,25,31
33,57,34,40,39,51,46,34,42,44,33,41,22,12,53,12,42,41,0,31,32,33,54,22,55,34,32,46,12,22,32,33,42,44,55,39,52,12,25,62,34,45,27,42,43,33,22,25,0,12,35,45,22,14,27,32,55,37,19,34,34,46,39,32,12,32,39,55,22,62,0,51,12,25,22,63,33,57,40,31,32,55,33,40,53,44,51,42,12,62,32,55,22,44,25,32,33,55,22,62,12,41,22,25,62,33,53,57,40,0,51,41,0,25,19,57,33,40,17,58,33,31,40,42,6
32,55,0,33,28,32,55,33,62,22,32,55,22,62,12,22,32,25,62,12,32,55,33,22,25,25,19,12,55,22,40,17,12,4,41,32,44,33,55,21,34,32,22,46,55,33,57,20,19,45,20,53,33,0,21,22,32,34,55,56,34,21,40,46,24,24,47,46,8,61,39,12,52,62,0,42,62,33,17,44,51,12,0,62,44,32,55,62,22,0,42,57,44,51,58,32,55,37,19,22,33,41,6,12,32,32,55,22,25,41,46,34,57,35,3,32,55,34,46,22,21,34,46,27,32
33,32,31,42,53,32,55,37,22,33,22,25,12,34,19,32,55,22,25,62,33,40,57,58,53,0,20,57,22,34,51,44,42,12,32,33,32,61,55,12,32,25,12,22,55,32,34,46,55,19,34,32,55,27,21,44,51,42,41,31,12,0,28,39,25,34,46,22,27,0,33,40,6,57,31,22,32,55,25,41,33,32,40,55,53,17,12,33,34,40,57,12,40,25,0,32,55,25,37,22,32,55,33,37,62,12,32,33,41,62,32,19,55,25,22,25,19,0,12,22,39,51,11,52,42
33,32,55,53,22,19,51,25,32,12,32,55,37,19,25,61,40,32,19,0,54,55,32,44,33,39,52,43,32,45,25,19,38,1,22,33,12,31,40,62,32,55,33,25,22,12,42,41,45,25,39,12,6,33,41,24,33,47,6,53,40,31,33,17,32,12,33,62,20,25,46,0,58,34,41,32,33,22,55,25,32,55,37,19,25,33,40,41,31,53,33,58,32,34,11,57,58,27,43,45,12,40,57,61,17,34,46,32,33,22,62,31,42,44,41,39,32,55,52,33,12,41,33,17,40
41,51,33,12,46,33,32,22,62,55,41,12,31,25,0,40,33,32,55,34,33,42,51,32,12,33,40,53,6,31,22,25,19,41,1,33,42,41,6,12,34,46,22,27,32,34,45,52,12,43,20,19,25,46,22,46,34,4,24,42,32,44,55,33,37,34,33,41,32,57,40,12,33,41,22,25,22,19,0,14,12,42,25,32,41,12,42,20,62,25,0,41,22,51,32,51,42,39,52,14,32,55,25,19,37,22,33,25,41,32,41,44,42,48,12,42,44,58,33,40,41,32,25,19,55
19,33,32,20,25,12,41,25,32,22,42,32,55,37,19,32,55,37,57,58,42,32,19,55,25,21,11,63,57,48,40,17,33,21,57,62,22,32,53,54,22,32,55,25,62,42,20,19,25,12,12,22,32,41,25,22,32,25,55,19,32,55,37,39,38,12,28,0,52,39,41,12,31,34,33,40,33,57,53,31,12,0,39,32,62,32,55,37,19,33,58,46,57,34,40,44,33,32,55,53,11,48,31,17,33,32,22,55,41,25,22,32,55,42,25,32,55,58,37,42,33,34,61,32,44
33,0,41,62,40,17,12,40,21,20,57,40,58,33,30,33,32,41,55,12,32,55,22,19,25,42,12,44,34,62,12,48,11,31,40,12,22,33,31,45,42,14,33,57,58,39,55,32,19,42,12,40,33,42,47,32,55,25,22,12,32,55,22,37,25,33,41,32,62,12,12,0,19,31,25,33,57,31,12,41,19,25,22,20,0,32,33,55,22,41,12,51,34,42,0,33,40,12,31,6,22,41,33,25,32,32,41,55,12,22,32,42,19,25,55,33,53,40,62,31,30,21,32,33,55
12,22,25,41,32,0,41,12,51,14,41,12,28,63,4,58,31,41,33,57,57,21,46,34,33,32,55,33,37,22,55,32,19,22,25,32,55,22,62,33,57,17,33,40,6,56,55,32,46,37,32,55,22,25,19,39,32,55,52,28,28,41,58,33,0,32,55,52,42,43,22,62,32,12,25,12,34,32,52,55,33,40,31,61,0,34,46,12,35,45,0,41,12,40,44,52,39,19,55,1,33,12,40,62,28,44,32,55,37,42,12,41,32,0,25,0,58,34,57,19,22,32,25,19,55
41,9,50,58,26,32,55,25,19,12,33,20,42,19,35,12,9,0,28,41,32,55,25,19,0,38,19,55,25,1,39,33,56,32,52,44,39,57,33,54,12,22,33,20,25,61,4,33,57,8,33,39,57,63,58,40,33,57,12,41,46,34,11,35,32,32,25,55,62,22,51,33,57,6,58,34,46,5,27,22,22,32,25,55,33,33,34,40,6,46,42,32,34,12,55,33,58,32,57,40,12,33,62,17,63,12,41,0,28,62,32,55,37,39,19,0,40,33,12,53,32,55,19,37,0
32,55,33,22,25,32,55,22,33,25,41,33,0,53,12,34,35,32,55,46,30,33,41,31,56,33,58,42,13,44,11,48,42,19,0,32,55,37,61,19,21,8,59,47,61,12,0,22,25,39,41,33,32,31,55,0,58,42,55,28,61,41,17,31,40,39,51,12,0,22,32,55,34,37,19,40,33,25,22,0,32,55,33,37,22,12,19,20,62,33,44,42,25,20,41,55,32,34,53,22,21,33,17,40,57,58,57,40,33,6,12,34,46,52,22,42,12,33,40,41,39,25,12,22,0
40,33,57,6,17,28,39,12,62,33,57,17,31,40,33,19,33,20,34,35,46,34,32,55,27,42,33,32,12,31,12,51,33,41,31,33,40,6,57,0,11,48,33,6,31,33,40,17,6,30,52,43,62,12,45,25,0,41,12,19,39,52,62,28,12,55,32,22,25,34,12,31,6,0,33,33,32,53,55,22,33,40,6,17,31,32,22,55,25,12,41,12,22,33,25,52,45,43,55,32,57,58,33,40,44,12,19,62,52,29,12,41,51,22,0,32,55,22,39,37,19,25,42,1,0
12,42,32,25,22,24,47,6,61,57,32,55,34,22,39,32,55,33,37,31,51,44,52,42,62,58,33,30,26,38,44,9,33,57,50,11,48,34,51,46,22,25,0,41,12,33,32,55,53,50,21,17,12,40,33,12,25,39,0,11,0,51,33,12,11,24,47,8,61,36,42,44,12,62,58,39,52,32,55,43,32,34,46,55,22,46,58,57,34,31,34,25,45,22,12,33,32,22,55,62,4,40,6,36,33,32,55,39,37,22,46,34,3,35,5,11,48,44,54,9,11,48,40,24,57
32,55,40,37,52,22,12,32,41,62,41,12,42,22,32,33,22,25,41,12,34,42,46,12,51,33,32,62,55,34,0,12,51,41,20,19,25,42,1,39,57,58,40,55,32,57,46,34,58,42,33,32,42,58,55,32,12,55,25,44,32,55,34,22,25,33,63,40,21,6,32,55,33,22,44,33,32,58,55,44,34,46,27,35,5,12,33,62,4,41,44,31,11,32,33,12,57,40,33,0,34,42,46,57,33,32,55,33,22,62,33,40,24,53,16,32,55,22,25,19,33,28,12,40,53
42,19,12,25,32,12,0,20,25,28,0,34,20,39,3,32,55,33,22,12,46,33,57,40,24,32,55,33,42,58,33,40,32,57,12,42,41,34,32,55,32,39,22,55,25,40,12,0,34,25,32,25,19,22,55,57,40,33,58,17,32,55,34,42,0,57,33,58,31,62,28,0,12,25,20,46,34,35,3,33,46,34,27,35,22,33,32,53,22,50,32,55,28,37,62,34,22,27,33,12,32,54,55,33,39,33,13,17,58,40,12,33,41,31,22,42,12,51,33,62,62,31,20,33,12
40,14,55,32,19,12,4,41,36,39,51,22,25,14,19,34,46,35,27,45,57,21,40,58,33,19,25,0,22,32,0,51,34,33,46,44,55,32,54,37,32,55,12,62,25,39,22,12,25,41,4,6,63,11,33,12,41,51,44,62,11,40,6,33,41,33,32,40,55,19,32,55,58,37,22,33,32,55,62,53,51,42,41,19,32,32,22,55,41,25,46,41,32,34,33,57,46,34,12,41,39,51,46,34,21,32,55,19,37,42,34,22,12,45,25,12,42,0,33,40,61,58,57,40,33
41,12,42,44,62,12,0,31,6,33,12,28,41,22,62,44,31,13,33,42,62,52,12,10,17,12,44,32,55,39,51,12,34,46,52,12,19,32,55,25,11,48,42,44,31,33,40,42,58,57,34,12,3,46,0,33,12,62,28,42,57,33,40,58,17,57,33,11,21,17,62,33,12,53,34,12,41,28,0,62,42,34,32,12,46,41,0,34,62,22,34,11,46,48,35,53,33,58,22,62,34,12,3,51,35,12,41,33,42,32,44,51,54,62,12,0,41,28,12,62,39,33,32,42,34
32,55,22,25,62,21,17,40,33,30,32,33,55,44,57,33,32,40,55,0,33,32,58,47,53,32,55,19,25,62,32,41,55,54,33,32,33,55,19,40,32,55,37,19,25,32,55,37,19,25,57,33,58,40,21,32,55,44,33,40,33,12,31,39,54,32,55,39,52,34,58,57,44,62,33,32,55,19,25,34,33,40,31,6,17,32,55,22,25,37,14,55,32,35,34,0,51,12,41,3,33,32,55,42,19,39,52,51,43,29,57,53,33,58,10,19,33,25,40,0,33,31,40,57,12
46,34,32,55,12,32,41,33,55,22,11,48,52,0,39,34,12,43,45,52,32,39,55,37,40,33,4,34,46,41,12,33,57,40,39,0,12,51,40,28,32,33,22,55,25,41,34,46,12,3,33,31,53,30,6,42,32,33,44,55,57,33,58,40,31,12,25,22,32,42,57,63,33,17,31,32,22,55,25,19,40,46,24,33,34,46,34,0,51,32,57,33,31,58,36,46,34,3,35,45,32,0,62,57,33,32,55,37,34,19,34,46,32,55,27,12,46,0,34,51,46,34,33,12,0
57,33,58,40,6,51,39,12,0,42,57,33,58,4,8,32,52,43,29,45,32,55,34,22,27,19,25,1,0,22,32,55,33,37,34,19,32,25,55,51,32,55,37,25,19,41,12,33,62,34,42,58,0,57,28,33,17,31,6,30,33,34,12,46,53,39,32,19,25,55,57,31,19,32,33,31,33,57,6,58,40,33,21,58,57,32,55,34,37,22,34,33,41,46,28,32,55,44,42,62,46,24,47,61,8,33,39,40,57,17,32,55,37,19,58,46,61,0,47,40,32,55,22,37,44
32,55,37,19,34,12,42,51,41,25,20,31,12,19,42,33,40,12,58,25,32,55,44,33,22,34,46,21,27,45,46,32,34,55,37,32,55,22,37,25,34,57,53,33,55,32,22,33,25,55,32,12,55,21,22,0,12,19,25,53,46,34,27,3,5,39,33,52,12,25,12,36,33,25,4,32,19,55,25,1,41,28,34,0,12,42,31,6,33,57,12,41,32,42,62,33,57,62,40,53,41,0,12,33,25,11,48,42,51,44,39,52,34,27,43,21,62,17,41,44,32,55,33,34,37
44,39,54,12,52,32,55,22,34,21,32,0,55,19,25,32,55,44,39,34,22,32,55,25,34,12,25,0,39,19,12,25,20,22,0,33,40,57,58,42,22,32,25,12,41,31,46,24,4,34,46,34,12,3,57,33,40,0,53,6,0,25,19,34,12,39,52,43,34,45,33,40,17,31,57,40,33,58,57,17,12,25,51,0,41,62,41,12,45,34,31,33,53,16,54,32,12,62,55,22,44,33,62,32,12,44,32,12,33,55,19,25,0,1,22,34,46,5,3,35,61,40,24,47,57
51,12,0,41,25,41,51,12,0,20,33,0,12,40,21,22,12,25,32,62,33,41,32,22,25,33,40,53,4,12,42,19,32,55,25,56,55,0,32,34,32,55,34,22,27,42,32,55,25,12,32,55,22,37,25,42,34,46,19,35,32,55,34,46,39,44,51,42,31,12,44,62,41,54,53,12,22,28,25,0,61,63,4,8,47,11,48,24,30,31,34,46,12,3,20,4,6,12,40,0,40,21,24,47,46,56,32,46,55,38,32,33,55,41,62,0,32,55,44,37,57,34,33,22,32
33,32,31,55,40,32,55,22,52,62,0,39,12,51,25,34,46,21,27,32,12,39,25,19,0,12,4,62,10,20,40,4,34,33,17,11,21,12,34,0,31,11,33,6,4,33,31,53,42,54,12,42,51,34,17,33,62,32,28,55,32,12,25,19,55,32,55,22,33,62,0,12,34,45,3,41,51,12,44,31,0,12,25,19,32,32,55,57,25,19,21,33,40,34,55,31,44,57,42,33,12,0,25,19,40,33,40,12,57,0,32,55,37,58,42,32,0,55,33,41,32,55,22,25,19
42,20,12,62,25,34,32,55,52,12,32,46,55,34,40,32,55,22,25,37,34,33,32,55,46,57,58,4,24,47,31,6,17,40,12,57,58,51,12,17,34,0,12,20,3,46,34,24,47,8,33,32,12,0,40,33,53,28,40,12,58,34,46,40,21,34,51,0,12,46,51,12,31,0,20,12,19,25,32,41,32,55,37,42,0,19,6,25,44,33,19,25,1,0,55,39,49,12,62,41,33,31,57,6,17,39,52,56,28,62,33,58,40,57,32,12,40,41,4,17,32,55,22,34,33
34,46,24,21,53,33,44,57,32,31,33,32,55,53,50,17,40,4,53,61,39,32,42,55,19,19,25,22,34,32,42,33,34,46,12,32,55,22,62,33,33,32,55,40,22,42,51,52,39,29,32,12,33,55,0,57,33,40,17,58,32,55,37,12,62,40,33,17,41,61,40,33,17,21,6,16,24,4,47,36,42,51,44,33,6,33,32,34,45,62,32,55,34,19,37,33,21,17,53,40,33,57,12,62,25,58,57,40,33,61,57,33,32,55,58,34,32,55,42,11,12,41,54,50,0
32,12,55,34,56,44,51,33,41,54,41,33,12,31,62,39,4,31,17,6,22,25,32,41,55,33,31,50,41,54,11,48,28,56,21,48,11,63,17,40,32,22,55,25,37,0,12,41,58,25,42,20,19,62,33,42,34,32,55,46,32,25,55,12,22,19,25,22,0,51,14,21,39,33,12,51,40,41,25,0,55,32,25,12,62,34,12,32,19,0,12,51,34,25,46,32,39,55,37,52,32,33,42,55,44,34,46,27,42,5,39,34,27,52,42,33,53,54,12,62,32,55,22,37,34
0,12,20,25,19,33,42,32,44,55,57,40,46,33,58,32,55,42,58,37,33,40,31,12,44,34,22,35,12,5,33,31,6,20,62,42,51,57,12,44,51,39,52,42,12,33,12,40,41,34,30,33,32,55,25,22,0,12,25,32,42,39,52,12,62,32,55,37,19,1,32,55,25,22,19,6,57,17,33,31,31,15,6,13,33,32,55,40,33,57,12,33,62,22,25,32,22,12,62,25,58,0,25,19,32,41,40,12,17,33,57,44,33,42,58,41,12,33,0,40,32,33,34,55,42
32,55,42,34,0,22,25,62,41,12,33,40,32,55,12,12,40,17,57,41,32,55,33,12,44,42,12,58,34,62,34,32,55,46,27,33,42,32,53,31,34,46,3,52,29,22,25,32,33,12,33,40,17,31,57,33,21,30,53,62,51,12,25,22,0,40,33,34,53,17,32,55,33,62,22,34,46,12,45,35,55,32,56,37,19,42,19,12,62,20,33,32,40,22,25,63,41,33,60,11,19,25,22,1,0,6,33,31,41,40,33,34,32,42,55,21,17,39,36,2,22,25,32,0,19
32,33,55,22,62,41,12,62,25,20,33,22,25,12,53,33,41,62,28,22,49,28,40,33,6,46,34,24,47,4,32,55,25,0,37,11,48,24,33,34,33,41,62,53,44,33,40,34,53,0,32,55,37,58,19,33,31,12,53,34,12,41,62,28,40,0,40,33,42,53,12,32,22,34,25,12,41,32,22,28,51,12,25,41,0,52,20,62,45,43,34,46,32,27,55,13,56,58,33,6,31,57,33,58,6,57,25,33,12,22,32,33,55,12,25,39,51,12,25,22,22,32,25,55,0
32,39,55,33,37,39,33,12,40,52,62,31,34,33,21,57,33,40,58,17,33,58,57,41,62,33,41,28,32,62,12,34,3,0,42,39,32,55,0,51,32,33,22,55,62,57,40,33,61,17,33,32,22,55,50,32,55,37,34,27,0,12,28,33,62,39,21,40,17,33,46,34,42,32,45,11,40,33,48,6,51,42,11,39,12,32,55,0,33,12,31,33,63,6,17,32,55,33,44,22,12,22,25,20,52,33,50,31,53,54,34,46,57,17,3,57,58,33,31,41,32,22,19,25,55
61,12,22,25,56,0,41,22,25,19,46,40,34,21,12,51,34,12,42,46,19,20,25,62,45,32,33,34,44,55,34,46,27,3,45,40,17,12,33,31,39,52,45,62,43,25,19,32,12,55,32,55,33,62,37,33,57,30,58,40,32,22,55,25,19,44,58,42,57,33,12,42,58,41,57,42,57,31,44,33,58,34,33,12,41,33,40,32,31,55,33,32,42,6,31,34,22,46,25,27,41,12,51,42,25,39,52,45,0,25,12,25,34,19,46,20,25,19,0,22,57,42,45,20,33
32,55,37,44,34,28,49,32,55,0,33,34,21,53,24,28,49,16,12,4,57,63,31,33,17,32,55,33,22,62,12,25,0,41,51,33,41,12,28,62,32,55,44,33,58,40,33,53,17,21,34,22,52,32,43,33,40,57,53,24,32,33,55,31,22,42,33,32,39,55,32,46,55,34,19,12,20,33,19,62,20,42,45,19,62,20,19,25,45,0,41,31,12,33,4,33,31,19,6,0,11,57,48,58,33,32,55,37,34,19,12,42,39,32,22,33,40,57,58,17,0,51,40,57,58
32,22,0,55,25,32,55,22,54,25,34,35,45,46,27,21,41,17,22,33,34,46,27,32,52,32,55,22,25,19,55,32,37,58,42,21,40,17,34,33,0,25,19,22,20,32,22,55,25,62,12,39,0,51,41,32,34,56,55,46,32,33,55,12,0,33,32,0,55,53,25,12,22,39,56,30,44,42,33,50,32,55,44,22,37,39,36,4,6,33,39,52,43,44,12,34,46,27,22,52,33,53,24,31,6,42,44,57,13,58,39,33,52,32,62,32,42,55,57,58,44,11,42,55,52
32,55,56,22,37,55,32,37,19,39,33,6,58,31,17,51,42,25,32,12,0,33,25,20,12,22,32,25,55,33,31,33,6,40,57,32,55,62,37,33,32,55,39,52,34,32,55,44,33,22,32,55,37,22,33,34,46,21,33,40,0,12,33,40,25,39,33,45,52,35,33,57,58,6,31,12,32,22,51,25,34,56,32,44,55,33,40,6,17,57,39,32,41,37,55,34,46,35,27,52,58,32,33,55,57,34,57,32,46,58,32,55,44,37,22,39,52,12,43,22,12,42,33,44,31
32,12,22,28,25,32,55,22,19,25,42,57,12,4,17,34,46,27,32,35,32,55,19,25,22,12,32,22,62,55,33,32,34,41,31,19,39,14,56,25,40,61,58,57,17,33,32,12,40,55,0,32,42,19,25,20,12,0,25,19,41,33,31,0,53,34,63,46,53,40,33,32,55,62,61,51,46,24,42,34,39,32,55,52,43,57,33,58,53,31,32,44,55,33,31,57,58,33,40,46,42,34,33,46,40,12,34,32,62,46,39,34,12,46,3,12,39,51,20,25,42,51,48,11,44
33,12,22,25,39,42,33,41,58,0,32,58,55,44,12,30,21,55,32,58,33,30,53,0,38,61,4,53,12,17,12,42,0,33,19,39,25,56,12,21,30,21,24,47,17,32,55,42,22,34,33,53,31,17,12,57,33,58,31,6,55,32,24,40,33,63,33,57,21,59,33,40,17,31,57,30,21,11,34,40,42,46,51,34,52,57,40,58,33,12,32,14,22,55,41,19,20,62,25,45,34,0,20,12,25,32,34,55,62,44,33,17,6,31,4,57,58,12,33,17,21,40,33,17,58
32,55,33,22,37,32,55,39,41,12,33,32,53,55,40,12,0,41,33,20,32,55,25,22,33,12,32,0,44,41,11,12,33,42,51,32,55,42,58,57,33,57,40,58,53,32,55,34,19,22,32,55,12,33,62,19,25,39,12,0,34,32,46,33,22,32,55,34,46,33,12,40,33,41,31,33,6,40,17,41,33,40,53,6,20,22,25,62,12,52,22,33,62,41,12,32,55,33,22,40,42,12,44,57,41,32,12,40,55,37,33,40,24,47,53,55,32,19,33,1,42,34,46,51,12
33,40,50,31,55,32,55,38,37,58,46,0,51,4,3,14,42,45,32,52,25,22,19,12,20,42,51,44,12,58,33,31,53,40,57,32,44,55,62,33,34,46,3,42,57,52,42,62,43,12,39,32,12,55,62,32,55,12,19,25,57,33,58,31,53,25,22,0,19,33,12,25,22,0,53,20,62,44,33,53,39,12,52,42,51,33,40,57,58,53,32,55,33,22,25,44,11,12,31,9,46,34,32,42,55,57,33,40,17,12,33,12,31,40,6,34,53,3,4,46,39,32,55,34,52
33,57,40,31,53,33,40,57,6,58,39,52,12,34,43,12,34,46,22,51,12,51,0,25,22,33,40,58,32,41,32,55,37,34,27,34,27,32,55,39,57,40,33,58,31,33,32,55,25,22,33,58,57,40,61,34,46,27,29,52,41,12,44,25,32,40,33,12,41,17,0,58,44,51,40,22,32,12,0,41,12,34,25,0,22,40,6,33,17,0,33,12,41,28,53,42,46,34,48,11,56,39,38,25,22,57,33,58,53,10,33,57,40,58,17,22,32,55,41,25,31,42,33,12,57
32,55,39,33,37,12,51,34,22,25,41,58,0,57,53,32,55,33,37,19,48,11,9,44,41,34,22,12,46,41,41,22,44,33,12,32,22,33,55,25,41,12,32,22,25,32,25,55,22,33,20,62,51,25,12,12,39,33,0,28,39,12,0,52,28,39,12,0,41,52,33,31,32,41,50,32,55,22,25,33,40,42,34,17,41,51,11,30,57,58,32,55,22,12,25,33,53,63,4,34,61,0,19,25,40,32,55,22,33,25,39,52,12,32,25,33,39,32,55,12,36,33,6,4,17
33,53,40,32,54,39,52,32,55,25,34,46,22,32,27,32,55,22,54,53,51,57,33,59,17,34,46,55,32,3,34,12,52,45,62,40,33,12,32,0,39,34,32,38,52,22,32,25,41,62,14,20,33,42,19,34,46,3,57,45,33,62,12,53,42,58,33,57,41,62,41,25,62,19,4,57,28,34,62,58,34,32,55,33,46,21,17,12,33,53,41,42,12,33,25,32,55,33,22,25,57,58,34,33,46,32,55,57,33,44,62,22,34,12,45,32,55,44,37,58,39,52,25,22,0
32,55,25,19,22,41,31,34,12,32,12,0,33,62,49,0,51,40,3,13,32,55,22,25,62,33,32,55,25,22,12,41,25,17,33,32,55,62,12,34,40,0,20,3,17,12,0,20,62,51,22,32,25,55,19,32,34,55,12,33,42,12,62,25,41,20,45,0,42,25,32,33,55,34,40,33,40,53,17,21,24,47,8,63,60,12,41,34,25,42,56,58,44,13,32,33,34,58,42,40,42,32,12,34,25,12,57,20,33,25,32,55,12,22,34,12,62,0,25,20,42,32,46,55,34
32,33,55,22,62,12,33,62,22,25,32,55,22,33,34,39,42,12,51,33,32,55,21,34,57,34,33,53,20,0,46,51,0,34,32,52,51,43,45,34,33,4,53,40,12,40,33,57,17,58,32,55,33,25,22,12,39,42,52,33,51,0,12,25,3,33,4,57,40,58,62,20,12,52,22,32,55,33,56,44,63,12,41,31,62,12,39,34,22,25,11,48,33,17,6,39,25,33,12,19,33,39,54,12,62,33,40,34,17,53,42,33,40,12,51,24,34,46,0,40,34,62,52,46,42
32,34,55,22,46,34,46,3,35,27,32,55,37,22,25,12,46,34,62,45,44,42,55,32,34,32,55,22,25,33,12,0,51,33,6,46,34,42,3,24,42,12,34,35,46,6,33,31,17,30,16,53,33,24,21,12,39,62,25,20,32,55,22,37,39,34,46,5,27,21,42,62,12,25,34,24,53,47,63,16,42,12,19,45,52,33,0,53,54,30,12,41,0,62,33,33,40,53,17,4,39,33,52,57,42,12,0,62,25,20,21,17,40,24,47,41,13,31,12,17,41,17,61,57,6
11,48,31,6,4,34,32,55,46,25,12,34,25,0,52,34,46,12,33,32,32,34,55,27,22,32,55,22,25,19,33,40,53,0,41,39,12,0,25,62,33,57,40,53,12,22,12,41,32,25,31,33,30,53,16,12,41,25,22,62,42,46,34,12,45,32,55,52,39,19,41,63,33,12,50,40,12,31,33,0,34,32,55,39,46,57,33,40,58,17,33,32,55,22,40,32,55,25,42,33,34,46,42,22,27,32,55,33,58,62,12,62,0,52,25,33,40,53,58,57,25,19,22,20,0
12,42,52,39,62,46,35,4,45,34,32,55,22,34,27,32,33,22,25,0,32,55,25,39,52,21,33,12,17,22,39,32,55,22,12,19,25,32,22,12,46,34,41,51,42,44,31,33,54,12,0,25,33,12,28,41,42,12,31,40,58,57,44,31,42,63,33,41,12,53,32,44,41,55,42,33,31,62,41,12,46,58,42,34,33,46,34,40,12,25,32,55,37,44,33,24,57,47,33,61,32,55,19,37,25,42,58,33,57,31,32,55,34,22,33,33,40,63,21,31,0,22,51,25,34
